N,P,K,temperature,humidity,ph,rainfall,label
81,52,18,26.167488082659375,69.12882445250838,6.656376344932086,53.6451645114888,maize
76,57,15,25.440241515739864,66.94552358987774,6.768890016222636,68.25256177047015,maize
78,57,14,24.834744992797397,70.04419642238575,6.241339154524864,58.32394289984777,maize
75,56,17,24.899413879775743,66.83874312721163,6.7030312855354,63.93423186764057,maize
82,61,14,26.647311326654844,71.96055110316905,6.410316905454567,67.79655648586018,maize
79,58,19,23.746749118708752,70.17109642848155,6.653388316467958,66.68455869220448,maize
72,57,13,26.01037465525293,64.35753135637029,6.111323222205662,66.33731600790699,maize
89,62,29,20.28267531232948,70.64892843089179,5.687418773194794,73.46346886460809,maize
94,54,23,16.195902623097588,70.1989099924279,5.30608154654807,65.82959847332097,maize
93,57,23,17.65523147938039,71.53259439965436,5.790613194003596,64.73873544355618,maize
87,61,21,19.130153876262007,69.64245001654304,5.432969403064484,75.89866938843743,maize
92,66,28,17.622126273406504,72.01673418820212,5.821185631419602,69.38372367878713,maize
93,62,20,17.262766590148665,73.62918441695801,5.751448932500735,66.86777926237755,maize
95,57,22,19.299137609043495,72.77348868572253,6.125417529684766,76.66608031962922,maize
85,60,22,19.21152106915538,72.33337906929751,5.848657487057,75.16159776207276,maize
97,63,17,18.873741216735965,73.22413943968296,5.753739794201694,72.73091901230823,maize
95,58,22,18.90152152739489,71.32571806103859,5.617696807105383,59.14782189490284,maize
74,59,17,18.825217366458496,67.76423283915742,6.638440185779058,111.73075019798766,maize
81,58,13,21.001809143080248,68.14602524321056,6.683914076837231,98.33186369939807,maize
75,58,21,17.931095753909222,61.19039752639269,6.731827147931672,111.6266467667719,maize
85,62,18,19.68002780892754,59.92384251728686,6.744819550497918,108.97234046417068,maize
81,58,15,20.613084062195906,65.47995242198235,6.608643337551771,113.05956237910333,maize
75,60,20,20.933903278107945,64.79925901363664,6.485610396007559,101.96196294240232,maize
78,59,25,21.01752540306048,60.92173191297729,6.795548385900065,104.12506181624398,maize
81,56,18,22.248480121486068,59.127395984363936,6.605211355254554,106.26984983621368,maize
79,59,22,21.18986043929356,63.18729136283002,6.692055116592989,108.95573687488339,maize
74,63,14,18.323426115153325,61.4959389463525,6.4012156890498,112.20772860733251,maize
86,56,17,18.583805304835064,73.18140663458644,6.136566250657457,70.31983780341076,maize
94,53,16,17.366042804000532,72.1117704501445,6.179949814689148,77.30705785058498,maize
91,54,11,17.71853501586075,76.11914960286481,6.314307819024152,80.18795842204925,maize
91,56,14,17.55513879249957,76.30675086669329,6.171918103069024,83.98656900137614,maize
88,52,13,18.226194538576998,71.82803130158243,6.248891758065799,85.09138885649494,maize
87,57,17,17.714102351025364,67.67434431725032,6.417731999832229,77.99235897199203,maize
93,56,16,15.997595444161776,74.56613147835645,6.434431252192964,86.29417444593719,maize
90,57,11,17.52591739208652,71.79583409347103,6.866951805823549,75.91156302314397,maize
93,59,12,18.15599935253201,71.59497680347121,6.6632565016179575,80.86632907370085,maize
96,57,14,18.393763690912905,73.46655132798068,5.9891489709534635,71.09738323142369,maize
79,47,16,26.427206278186446,71.99238049969875,5.939376085221627,83.00359169050083,maize
76,54,20,25.95064497851677,68.4738221531395,6.0074112949922895,78.13620761657717,maize
72,48,17,24.070101578296235,70.63975238551001,6.026642246350402,79.55383733740652,maize
74,56,26,24.338330611859636,73.68391096540581,6.178599592879251,86.84240848028807,maize
76,49,19,25.420545582997093,68.39970756854744,6.139420449929597,70.65325766302587,maize
81,52,25,26.351170351512906,69.23957241661807,6.2709583215116815,83.04556488762655,maize
75,48,19,26.874396479146938,73.32042605787414,6.238567650843735,76.7935884573869,maize
79,47,24,24.84295573326459,74.64123598603165,6.245252356743138,76.16492442445127,maize
71,55,22,25.49787176245049,70.46005168231437,6.507227759550743,73.88256270273628,maize
73,56,16,25.371464665135722,70.70448249837803,6.483240825632975,72.54608278257186,maize
88,47,26,18.37661364548794,59.765870361708004,6.380910967073549,88.72994181480763,maize
84,45,23,17.42014344298692,62.12841401477997,6.510653769788156,102.32651013866693,maize
82,44,30,17.95293438991605,61.95361522080607,6.908128407098355,101.5462697388209,maize
86,48,21,19.30804840657057,60.86787482302902,7.024297221778442,92.97225335646567,maize
85,52,26,19.24299596870149,59.1901447927009,6.319575579826316,100.54094983264311,maize
86,48,26,18.72320019031208,62.036795434601,6.877208428545229,85.00181429349087,maize
82,50,30,19.202458884450714,57.33686503189322,6.94103379943958,89.22405978796844,maize
85,46,25,19.222779745633485,59.81201008892976,6.242343507463438,91.71983488070207,maize
91,49,27,18.396560737558985,62.2382723492415,6.730981921721668,93.42622262052969,maize
93,50,28,18.38407398072339,61.179678588334376,6.454622695438705,93.07063141951421,maize
74,57,23,24.87670786576872,58.12728701139406,6.309960636546233,85.18544043784205,maize
73,53,26,25.81282482030741,58.487627176573085,5.983959050021806,83.99627435984979,maize
68,62,22,27.900553223932533,59.984972138104595,6.337369889456967,84.57051644428968,maize
69,60,19,28.10038058400684,58.585218805892694,6.304137260845982,92.81710822073049,maize
67,59,15,26.469843703872137,62.54820951246322,6.481560039587675,76.67868241822198,maize
65,59,19,25.69939120575294,57.580277488843755,6.054845622945605,80.33827589883627,maize
68,58,24,25.17489050866541,60.97574506031501,6.217570428743645,83.57299997308431,maize
70,59,20,25.439390665330006,59.393584883459916,6.025631258588302,84.31205515496214,maize
68,57,24,26.231053629192683,61.154731278339305,5.911735671219699,86.41064905083411,maize
73,59,23,26.04766062832477,57.6460491253132,6.035308981604675,81.14449764000193,maize
87,60,22,18.326204972120177,71.09039110643944,6.2411907073417545,87.89427416977969,maize
93,61,22,16.820701856217052,74.99634062404364,6.374661452155978,82.62037979119866,maize
89,61,31,19.989397893798127,70.0990865830277,6.225269574866227,78.31513455116563,maize
91,55,18,19.13782568946411,72.88660125622869,6.011498837387494,86.04266871711908,maize
86,55,23,17.3848884045252,71.13841154037912,6.286723583863247,84.32065591013736,maize
86,56,26,18.24037796340273,73.59124515243545,6.10957737353863,80.69686841678914,maize
88,56,25,18.420934135391494,70.78239547491314,6.385526273636431,77.48725507863233,maize
86,59,28,19.193114144453187,73.01643172300182,5.895735810115826,77.49942622562467,maize
97,56,27,18.24941823359305,74.77552988323838,5.963194914823793,75.21836391898945,maize
93,57,21,18.572229545784204,72.03603512983784,6.062487325336798,82.00903069699547,maize
66,36,28,24.31973849549041,65.48861952145468,6.711584390086483,106.86021854383414,maize
70,41,16,23.297380112540946,63.46172076592658,6.355788071662393,112.4357646211092,maize
72,41,24,21.789377335495345,61.11876384155866,6.55473628264483,109.91232301366607,maize
61,29,20,23.22664357658485,62.52669821843163,6.257309825941148,109.19451493789154,maize
65,34,22,23.013806625671254,61.91600813231654,6.091969818439305,110.3144406341982,maize
67,32,25,24.671379022178577,62.01659738789661,6.589533886529419,105.81493185895279,maize
63,38,22,21.87032526664577,61.160919699590146,6.3414218910734155,114.07996126093914,maize
65,35,26,23.802716856488722,62.165101652042,6.747963821024429,102.52163675983176,maize
68,38,20,22.9897593568224,62.461017988871724,6.286597794467169,113.34355891204352,maize
69,29,17,22.306331580628996,66.46147261770928,6.148743336760092,110.53440366641614,maize
65,51,17,18.396983311556557,63.34741710560929,6.499801704562286,66.97005529048006,maize
59,56,19,19.92740238579211,63.37230912674179,6.083195484720493,67.42547243514932,maize
58,53,18,17.127173672331715,63.38664015074732,6.520030713996653,63.259739642734715,maize
57,52,19,18.640304158168707,61.5269162373246,6.4267282899913205,70.09225573097491,maize
56,58,20,18.488485860060116,64.27530021290728,6.202444429052208,65.20330661421082,maize
64,53,24,17.932569098173598,62.89258932379638,6.1549560643574885,62.96570122165246,maize
54,51,19,20.708158184081782,64.36982418183618,6.6109145423134725,76.01113657413751,maize
60,56,24,17.178893307090704,65.22402223340438,6.072655771849736,74.4779000608288,maize
58,56,25,18.75960859696429,62.114169329080354,6.772756219431066,71.29655850898793,maize
58,51,19,17.714831470891387,63.50724889456208,6.433682324439956,80.80188938212154,maize
81,56,26,20.134410899022296,60.99698229704781,6.391871539689654,71.35540581680974,maize
84,58,25,21.525134646727636,60.51557698421078,6.436756032530804,65.78132849326866,maize
80,56,24,18.089599936733638,61.83979640303479,6.166466225520542,63.318825061912506,maize
86,63,21,19.99398009551942,59.37626652452418,6.081141853635066,62.836297812051654,maize
83,62,23,21.516277705331966,57.464515463365295,5.920877838126582,68.97663725039561,maize
83,58,28,19.825253825228366,62.76809971183093,6.64509890076409,65.91868769901211,maize
81,57,24,20.233231190411654,62.97282317147567,6.874452468647801,66.37281497715266,maize
81,63,26,19.204243310962475,61.792429565001996,6.130570135850931,63.7333815831459,maize
80,59,25,19.77219226903104,57.70774214562905,6.638740393388294,60.472150595956315,maize
82,61,30,18.912537999308263,62.00354331516556,6.185054694336197,72.41079760254556,maize
80,62,18,25.964720707649153,72.23410790665982,6.703418048932235,102.30010798267377,maize
83,58,22,26.329264941426207,70.78351337272368,7.010666087896137,99.52823147464875,maize
86,55,21,24.316497180461223,70.99359566529508,6.840593319723266,100.41919366945505,maize
83,55,22,26.27396648423201,69.55679282016057,6.778689488694593,92.157459900936,maize
85,57,19,24.96291067943204,69.13611426972227,7.0186999844329625,87.81505098139208,maize
82,54,23,24.28762796329613,69.13396146274874,6.7197036907925645,103.73643950965636,maize
82,64,21,25.832486512314393,72.94834860324929,7.036322895284347,102.53101730518762,maize
82,54,24,24.189372759164453,71.4611906007584,6.809691353402677,95.44553150463813,maize
88,60,18,26.092398089473306,67.94014615005402,6.85071892232635,109.708220426432,maize
83,56,15,26.053752932685853,71.9880009068031,6.822758614257523,95.70364218094333,maize
38,72,76,18.12098344426901,19.747589354254618,7.6077716436939165,90.4181890445707,chickpea
37,69,75,16.57808773579947,17.274858618433207,7.441722403547006,82.61072160620789,chickpea
39,70,80,16.946568212050902,17.721935638160776,7.618718192447628,85.91377505002362,chickpea
41,71,77,16.655068074565175,20.67126420618978,7.297498773935467,91.43677730223274,chickpea
41,72,70,19.537329979674972,16.712397381879555,7.158693036075275,91.4782537321809,chickpea
34,73,81,19.11477877916907,14.982601027227663,7.183504668322113,80.42052836949168,chickpea
43,74,80,17.64251220688115,15.394842618957169,7.709997167819367,86.18407822841723,chickpea
39,70,75,16.46040597328997,20.21512114762403,7.24116667367036,88.70105780117784,chickpea
38,72,80,17.106708175312363,17.40749548718973,7.399416474409809,84.60442381719754,chickpea
43,69,72,15.99473604149194,19.018508387070984,7.388152480127543,85.84739558331799,chickpea
20,70,82,18.69631209970807,21.43333202330277,6.957450369159889,78.11623006480534,chickpea
30,70,85,18.4462752784886,18.19436021849222,7.173326160891455,80.0150660155995,chickpea
25,74,85,19.042468139360675,21.741831129748896,6.840771508117257,78.53163167381271,chickpea
27,80,86,18.825585649787286,18.907322789804372,6.96647066249584,88.7043297231939,chickpea
21,75,84,19.433627246279585,18.054816965366307,6.96086947033494,77.42784470426963,chickpea
24,76,83,19.09805691738835,13.349511619304135,6.999195934115676,78.31344951003533,chickpea
22,75,82,19.740116978249883,15.008981011057513,7.010430948919948,71.2108743176531,chickpea
25,73,84,20.12658350243663,20.268093850536218,7.033040666539628,84.85753352905999,chickpea
25,70,81,19.316131812807086,16.102426104155057,7.22778606312619,77.07013395506948,chickpea
29,73,85,18.081577403950565,15.177659475162338,6.68553798381493,86.29092104460629,chickpea
34,56,85,16.317163848655234,14.314407456366352,6.032347226663138,79.47997068295439,chickpea
39,55,84,17.520640463397957,19.86981477174166,6.188289494722888,63.1046466509492,chickpea
38,61,85,19.247653829830924,15.145410568985115,5.935871102251735,71.57385529391716,chickpea
38,55,79,17.482888282382895,10.450722438272308,5.811073172218566,66.78466548009828,chickpea
32,60,89,16.403499792556868,15.508353464972272,5.886352817771114,67.56365994886632,chickpea
38,60,84,16.036242284565294,14.058858839004841,5.824336171610865,73.91033238255879,chickpea
36,61,79,17.6187290681159,17.551436411141633,5.794567048673081,63.6123347074247,chickpea
37,54,84,18.97463054264444,15.803443968258057,5.92068854310249,60.510637830122036,chickpea
32,55,85,17.156238516451666,14.012221477678466,5.959522725310148,73.0379785536844,chickpea
39,61,91,17.346223731543645,12.990849637356899,6.09724326405678,61.00604694291174,chickpea
27,71,87,17.279414980112996,15.237573025977358,6.734802472491228,84.43751940116393,chickpea
23,69,85,19.148803259026632,15.13048370644969,6.021439588802556,85.75922314370875,chickpea
23,69,87,17.25829243924051,17.627184792816966,6.565962436409806,103.19333855340795,chickpea
17,74,82,18.994614880769923,11.598337862305783,6.227122846820805,90.77283100537284,chickpea
20,73,87,17.613607756712554,12.011616501986687,6.578064703402416,78.96901663496293,chickpea
22,72,84,17.9238150133041,12.76441520765793,6.642378217345813,82.65079192499795,chickpea
24,71,86,17.49064960242061,19.970952864306106,6.3633416810078725,92.03581709934043,chickpea
19,71,92,18.01169860869789,16.74416609600464,6.439118226017489,87.58829876958309,chickpea
18,71,85,19.238765802780044,13.283286838727586,6.56019856529411,85.46573621529139,chickpea
25,70,90,17.13685909768607,13.107516309898639,6.629651429436967,91.59287567916597,chickpea
35,70,83,19.57500011336911,19.920782593707397,7.2408965423598275,74.03183228779338,chickpea
38,71,76,18.025669788115533,19.039139159428803,6.917389384912168,88.34023978205744,chickpea
34,68,79,17.823797025605558,16.208178130178233,6.86562431927968,88.6080432215499,chickpea
33,63,74,18.655672768722706,23.486010199287676,7.120110285230448,77.53705493783559,chickpea
41,62,80,19.44055881526214,19.314234992751196,7.049407064424773,75.5151222608313,chickpea
35,71,78,17.32666478047648,15.171400070093405,7.2757901664796645,76.84147353395919,chickpea
39,69,76,19.696743195888764,18.229699646132367,7.011779764943807,79.00838085825383,chickpea
31,68,73,18.712557529015037,16.087365514155863,7.124633229852342,79.81697907311337,chickpea
35,69,80,18.840936814999935,17.055339377453894,7.222315077880177,78.96055785774527,chickpea
33,66,76,17.441700252934524,19.251057235658134,7.003615149824684,81.0054375935296,chickpea
29,69,84,20.74896204804018,13.709558346364897,5.9145762653128235,97.94252911397032,chickpea
32,74,80,21.331581971841135,13.125297608207866,5.987069797297762,94.46939030528296,chickpea
29,70,81,20.330697043339008,17.777874476492403,6.001574090816102,95.34461087515032,chickpea
30,81,80,20.84837615945469,17.54365424767889,5.937755790701592,91.73400440744642,chickpea
35,77,80,20.265297478244936,12.489544240419091,5.96692923904341,92.49343350865102,chickpea
29,73,78,19.702895745945312,14.889020731596528,6.295455944503011,90.00636002295794,chickpea
32,77,82,20.713543153511914,15.774572137173452,5.8335064263073475,91.03991078815717,chickpea
36,76,82,18.975255150343468,17.467921155518816,5.601196359542168,85.8186441983158,chickpea
33,74,78,20.50470586037939,17.685665636721485,5.761413661041904,97.4287877238689,chickpea
31,76,81,21.28575649231462,13.238132069679166,6.051803234513007,90.45009031318111,chickpea
60,66,86,20.502801384214788,14.180858927168286,6.380243104623749,73.19609579713833,chickpea
55,72,83,21.09226166262888,17.52584426034704,6.438487541336235,75.50794352868868,chickpea
61,77,84,19.832035965151814,17.999518800679468,6.341195678262586,73.57625722660954,chickpea
55,71,84,20.68695000675164,17.647425166925224,6.5747528815895455,64.15195856273556,chickpea
59,77,86,21.26598104665422,15.786767962702585,6.263570209340367,71.62347873820434,chickpea
58,70,82,20.65256391241002,22.149603183463746,6.347919903692396,69.96730238692311,chickpea
53,70,86,18.491505290647115,17.149140796255463,6.582148504431256,68.4249493519018,chickpea
59,70,83,21.67960507348036,15.053045060986312,6.3059938338574675,73.34942280606406,chickpea
59,72,82,20.228571677406336,17.700636653380712,6.354634444946283,81.31174371513595,chickpea
54,68,84,20.0088287024336,20.0906782468113,6.14925213518344,73.13574987794773,chickpea
56,71,79,19.00850554967362,22.46186786231283,7.567579608154655,82.33046191489218,chickpea
58,75,87,17.30507651967557,20.17630106110202,7.217940438347652,79.85315618107711,chickpea
58,72,82,15.994559377745375,21.41351157489036,7.496313430265932,87.85011956319312,chickpea
52,70,81,16.79859549887359,21.465587580627354,7.606242651619515,83.3868544819268,chickpea
57,68,83,17.049418462624786,17.553676122475053,7.412396593944245,86.96671722472838,chickpea
55,67,83,17.072148999794443,20.578979387862223,7.539377340718352,80.41644353575401,chickpea
63,72,84,17.971883719671798,19.354300220544545,7.400837286007963,86.65886118571579,chickpea
62,71,88,16.999898428804357,18.873365658547797,7.433077841022941,80.17474299334876,chickpea
59,71,79,17.96246739781936,17.36917509438229,7.552638556254237,84.38922481540136,chickpea
58,69,89,19.4214516081672,20.845140322813965,7.6545235918622625,77.77444871349685,chickpea
41,61,77,17.911167874503704,17.08978299550785,6.757226848937276,79.19976816778603,chickpea
44,65,74,20.139822271336534,18.243174653008,6.953821649849636,80.25954422061646,chickpea
41,58,79,18.167355471526133,13.95407362014795,7.008449755402913,87.42381434748873,chickpea
41,58,71,17.193210497685794,18.54006559111925,7.256881720889297,86.27129930283498,chickpea
38,64,74,18.38784104155701,16.862830765256497,7.218860216494254,76.28627490042318,chickpea
43,63,78,19.67223849874422,19.69552397787652,6.879464825103256,89.94347185838195,chickpea
47,61,76,17.884467430365522,20.57090142391224,6.968858877749554,79.56343876336192,chickpea
42,60,72,19.59235481253779,17.984186979058215,7.194258814735129,82.48419074156568,chickpea
42,62,76,19.293454160604053,19.819375064443257,6.809773434343347,88.90903334567372,chickpea
40,60,74,17.878223220344154,20.191057037194334,7.066252075136936,83.12145113945704,chickpea
27,79,81,18.099375173601576,17.57588097780145,8.799003256481722,78.88582456147643,chickpea
31,68,76,18.432536408449074,19.190375251571847,8.823060623253772,78.81977681350605,chickpea
25,75,84,17.76975948902473,22.398721548967245,8.546849045190712,80.03003417138318,chickpea
23,75,83,20.551227564255196,19.620676825216663,8.390694528598486,81.25468145048198,chickpea
29,74,82,17.939052024114698,19.552517821118492,8.887964509495863,80.35235581592525,chickpea
27,71,83,17.29067633473483,20.074285784965618,8.977820666819328,77.31896507869092,chickpea
31,75,80,18.257156168839455,18.75321163675883,8.98897679272508,88.06531685419029,chickpea
24,73,81,17.444335865745828,14.934663741294633,8.61541478837161,89.92316502473273,chickpea
24,72,80,19.408425651778533,18.368559783696178,8.74128893688919,82.14322538566726,chickpea
29,77,80,18.24377177674964,17.64448296530798,8.838913597545464,84.63625025369676,chickpea
58,65,82,19.975815131228188,20.507839364983003,8.711504415703576,98.39771154092027,chickpea
60,68,74,20.656531414098396,21.008737358014518,8.738158192994673,101.16750398821134,chickpea
59,69,77,22.37770820102009,20.928271847849373,8.692824800589724,91.99787996362556,chickpea
58,66,83,20.011751632775294,14.354528567258491,8.434383642620453,100.64335631071668,chickpea
54,68,73,20.715335681308197,21.348363100037716,8.434145436135898,99.34363713659101,chickpea
55,71,78,19.422194512418756,18.594054772382332,8.642067521955198,85.35530329236231,chickpea
53,67,74,20.8738581397554,21.308756567997207,8.464593208257764,94.93363390483685,chickpea
64,65,81,22.279167062065135,15.674220939363712,8.51323324401291,92.75807803564035,chickpea
58,67,79,21.4377605175201,22.99918013755128,8.735158649281551,89.38583204127313,chickpea
57,60,74,21.2039356074016,22.77634337840657,9.015959214058734,95.00019996308892,chickpea
44,67,77,17.828082887316583,16.681546997522304,8.079645001542021,71.19010043771885,chickpea
39,64,84,20.024328941781746,13.46753154352599,7.976253770723793,79.62462881967578,chickpea
45,63,84,21.18507093717169,16.610002002974802,8.135288406535784,69.01381877748203,chickpea
47,67,77,19.544291615005314,14.435223132756008,8.248869523268034,78.12726943085651,chickpea
44,71,78,16.9304046585223,13.286195359771506,8.004647681206992,73.67102606945134,chickpea
38,71,75,19.249434045137967,15.405311549163882,7.844455765468279,76.66310342209437,chickpea
41,63,80,19.34809369994427,13.200449178745052,7.979582462940093,75.85382000263236,chickpea
43,70,76,18.322361585870873,12.572471500544573,8.031474655465262,80.66726486644454,chickpea
46,68,74,20.728545057159955,13.884606972079904,7.698696084440654,84.17033384435265,chickpea
44,67,76,20.98171427280379,16.367922914052986,8.010349465785078,81.31005940519584,chickpea
55,60,82,20.88097508251837,14.595674342601324,6.49404716748511,72.12746446490259,chickpea
56,66,81,20.409613937461547,11.824610154769896,6.634757222724143,87.24951040777614,chickpea
57,64,88,19.81671954216456,14.942912492191311,6.536777489096147,83.93232246960443,chickpea
62,61,79,20.45989259051858,12.24744512858423,6.687930306612173,81.9734919618505,chickpea
60,67,78,21.5914260142756,15.577881699815032,6.964418527546958,79.4114264181171,chickpea
60,58,78,19.67558421922339,16.523022219543662,6.52693404811373,81.75609518772622,chickpea
55,64,77,19.677355274349807,20.60093247722163,6.578106847178974,75.3064538328627,chickpea
58,63,76,20.13034956864443,14.20950736108803,6.826633665557499,81.36366699640429,chickpea
60,64,79,20.661268891090668,17.579207202660108,6.637124713617801,74.64777729954329,chickpea
62,64,80,20.868274160548705,14.868092685171998,6.01623524156722,82.18034704861752,chickpea
25,60,88,20.184833498054317,18.965886298754615,8.631843321988544,70.03367899635957,chickpea
28,64,89,20.379520442273936,19.917398521098004,8.64573001422645,88.45911246604733,chickpea
22,63,81,16.558979366220626,21.784276823399374,8.40088837098681,91.47199004984327,chickpea
26,65,81,20.75933226064215,15.685893252739978,8.403053284988879,79.9620720040991,chickpea
28,60,82,18.387709089059236,16.824716073883557,8.588897384576878,80.10673546488746,chickpea
28,64,80,18.670137591736033,15.389368869063073,8.731071061476383,87.58560325924425,chickpea
20,63,86,18.250065906628073,18.56849768191764,8.301089105412284,76.82510636942727,chickpea
25,62,87,21.099383189219296,17.553922732999165,8.512009535199843,87.3334962305547,chickpea
25,61,83,19.845111588434765,23.80640655633218,8.482951025500357,75.16340473435115,chickpea
22,61,92,20.345817900437897,24.221672879983135,8.232283649421138,82.53737475428855,chickpea
27,60,80,17.833767576171883,17.82269871838259,6.644055978814205,72.56491316056045,chickpea
25,60,77,17.738376825413294,16.129509386763946,6.474412885243933,75.50920302506559,chickpea
26,61,75,17.058819464881427,14.386815566783051,6.492513775907626,68.80346802146619,chickpea
27,60,75,17.788728009707228,12.645712621328599,6.308720205318014,63.17757677649382,chickpea
31,62,77,18.52457389589135,16.528535274480035,6.554678883992313,55.27178037149645,chickpea
30,61,78,16.823216463788086,13.776909338176813,6.693365421178442,66.70941886548519,chickpea
27,63,74,19.15246268452348,16.691637320056113,6.751492467323748,65.4464704448267,chickpea
27,65,80,16.827871820401068,13.681341923648557,6.369303422520872,71.44095815353629,chickpea
30,57,82,18.683113982634584,14.10720684936349,6.560663955210426,65.87786414879307,chickpea
30,56,74,16.661161770395314,17.91881144774893,6.6197779160672345,62.10751672477676,chickpea
22,71,79,19.46249827079007,18.15679917884891,6.553403988402289,80.49858024910301,chickpea
26,70,85,17.2585353861762,21.672639711975048,6.581677315638082,70.66499188993583,chickpea
25,71,83,19.115429715384305,22.36449062528434,6.773581309938357,74.05510911066712,chickpea
29,73,86,16.918264893646484,17.170114296650404,6.507001222152121,71.74117479638275,chickpea
31,71,81,18.440950709054793,18.696770924737525,6.4341893805667265,67.38977979687225,chickpea
27,70,85,17.33074278884115,19.566683684019914,6.839379827275925,73.88639992426094,chickpea
33,73,80,18.749318295379545,17.64302936739531,6.736343629465825,74.15191408819804,chickpea
25,72,83,18.497555550131676,18.9760503507233,6.48661722554042,75.19666757384397,chickpea
27,70,84,18.409130433954058,16.432308444718235,6.428380382251912,70.3935669580817,chickpea
27,71,86,18.725847765859136,22.353932526731732,6.278078923404079,69.79941895776952,chickpea
53,59,71,20.457897180973927,21.97440847967005,7.260960037848738,75.20735578832807,chickpea
49,58,80,21.681204599480516,19.226616774443475,8.167294979740358,79.65687853344576,chickpea
53,57,78,21.707875199749946,19.831156781517155,8.102134168913933,70.24078788328057,chickpea
52,51,72,19.436149997880737,18.573343257217036,7.638392128376728,73.63585092996586,chickpea
48,61,80,21.44978807229756,18.652139326119915,7.923197638800958,74.22030198731338,chickpea
51,53,80,20.475155354468342,21.767648005968752,7.495988313287827,74.23774105681505,chickpea
49,57,82,21.344240737922632,21.505216723170502,8.038672657484955,74.88250211841027,chickpea
54,57,78,21.681439895068138,18.7726375521662,8.187200543576457,76.05909145831517,chickpea
47,58,78,19.336208565448658,19.544615160497557,7.9943005369656355,62.60081347206794,chickpea
53,57,73,20.384381080435986,19.519449636300926,7.594645382670958,66.96091096133702,chickpea
40,68,81,19.99147813279137,15.603850842905699,8.431689314331004,82.19282627431727,chickpea
37,78,76,20.369986381428276,18.728588385372024,7.988243264338742,85.69948419204313,chickpea
43,75,82,19.33902130412505,16.42692949545176,7.6452715680404335,81.93670394458377,chickpea
38,68,87,21.384072338668823,18.075334039583826,8.055868188342382,86.13632821899047,chickpea
38,69,81,19.7675573712091,15.768992218184524,8.502808790322725,86.03859112564366,chickpea
40,69,88,19.50886137653105,17.83723758713901,8.299568113829732,75.81809622328372,chickpea
34,66,84,19.703934916301648,20.362246345401644,7.962262042668599,83.15260922879783,chickpea
32,68,85,18.47622615641023,14.26994885985008,8.088957747857915,68.53936915591295,chickpea
37,70,85,20.638648205089435,14.843019500675796,8.421413491459344,83.09649635430601,chickpea
42,78,86,20.327793316919287,18.021802744009577,7.953888912333405,75.79951366089553,chickpea
27,78,77,15.081903567717243,11.531483070933835,7.168432909460472,72.15072696562632,chickpea
28,75,81,18.03387390003514,12.095126590236028,7.286721325309911,59.97215912206488,chickpea
23,77,73,16.026806755161797,14.197495994521221,7.297680729386018,67.36550367220599,chickpea
27,73,78,17.648748280704357,13.912218859710816,7.4538638225948235,62.490008503564596,chickpea
26,78,75,16.539974621785735,16.48511648248989,7.0272628121690355,57.25793931924107,chickpea
24,79,72,18.139012944950185,11.663283491774761,7.12235097644668,63.397995270368625,chickpea
30,72,84,19.120993734391174,14.515222170331437,7.096723935056173,69.75065584300236,chickpea
26,75,75,17.53509274179272,12.482880961474628,7.289596081182769,67.58657814634059,chickpea
26,79,74,18.12363699993701,15.521481043785636,7.172286823249526,72.62252616530539,chickpea
18,73,78,16.341680756499642,15.205502122776542,7.298051392698272,67.82853223224812,chickpea
32,69,81,19.27962573869992,11.983437397356068,6.602037164542007,95.90801131607309,chickpea
28,71,81,22.58117379752828,10.66474408874375,6.50965010618149,93.74977603397403,chickpea
32,73,75,22.50322964436354,15.088242905299666,6.277846238764785,91.6914929732452,chickpea
27,73,78,19.57693792178755,15.356435538331706,6.428096268358312,96.17859808742644,chickpea
32,76,77,21.83620528542017,14.967814575883029,6.700028775374572,93.46628530450242,chickpea
37,73,77,22.782936515075928,15.453540934313398,6.575985388931986,87.22548972672737,chickpea
30,75,77,20.771827822654203,16.33944295671713,6.701394843468237,96.40236564367332,chickpea
29,71,76,20.42246770776769,13.221468642299488,6.2270573274297965,87.32678140558338,chickpea
30,71,80,21.574811245117672,12.05821699760221,7.043083216072694,89.18170788629827,chickpea
32,69,75,20.553187328748216,19.00019479498387,6.527889887900473,99.88915718761646,chickpea
19,79,87,16.700858365344825,18.197961517470905,7.70055116550932,77.18078087885328,chickpea
25,80,86,17.95404360017385,17.083983313117255,7.350227563284894,74.89442807448947,chickpea
27,83,83,16.1536330992525,13.179608220239164,7.196224649502326,68.55018113550695,chickpea
22,79,84,15.56655283320892,18.13473503278997,7.65754005744766,71.26553588472471,chickpea
31,79,77,18.680948037520018,15.856454871697979,7.31374564158867,74.78121265974113,chickpea
23,83,77,17.020759354532018,19.612081860826834,7.398254865667062,68.13212227760563,chickpea
24,83,85,15.95206344866106,18.167486702596943,7.4746391556638345,68.42321548487311,chickpea
25,78,80,17.48548508450141,23.686471149087986,7.4852027448882685,75.52329359981222,chickpea
25,82,88,17.01266451848783,17.23470503078083,7.359806604785212,69.36381690599663,chickpea
23,83,89,15.915945736518495,16.26527433331512,7.376777574355526,78.11935122111794,chickpea
21,63,75,20.270109064059497,13.690325272569538,7.810725423134306,85.5777831557107,chickpea
29,63,80,19.35434416161826,10.048865310025354,7.979360253490324,87.48413340148227,chickpea
